year,line,text,titulo,cap,art,tema
2014,32,"Artículo 1. La independencia, la soberanía y la autodeterminación nacional, son derechos irrenunciables del pueblo y fundamentos de la nación nicaragüense. Toda injerencia extranjera en los asuntos internos de Nicaragua o cualquier intento de menoscabar esos derechos, atenta contra la vida del pueblo. Es deber de todos los nicaragüenses preservar y defender estos derechos.",TÍTULO I,CAPÍTULO ÚNICO,1,PRINCIPIOS FUNDAMENTALES
2014,33,"Artículo 2. La soberanía nacional reside en el pueblo y la ejerce a través de instrumentos democráticos decidiendo y participando libremente en la construcción y perfeccionamiento del sistema económico, político, cultural y social de la nación. El poder soberano lo ejerce el pueblo por medio de sus representantes libremente elegidos por sufragio universal, igual, directo y secreto, sin que ninguna otra persona o reunión de personas pueda arrogarse esta representación. También lo puede ejercer de forma directa a través del referéndum y el plebiscito. Asimismo, podrá ejercerlo a través de otros mecanismos directos, como los presupuestos participativos, las iniciativas ciudadanas, los Consejos territoriales, las asambleas territoriales y comunales de los pueblos originarios y afrodescendientes, los Consejos sectoriales, y otros procedimientos que se establezcan en la presente Constitución y las leyes.",TÍTULO I,CAPÍTULO ÚNICO,2,PRINCIPIOS FUNDAMENTALES
2014,34,"Artículo 3. La lucha por la paz y por el establecimiento de un orden internacional justo, son compromisos irrenunciables de la nación nicaragüense. Por ello nos oponemos a todas las formas de dominación y explotación colonialista e imperialista y somos solidarios con todos los pueblos que luchan contra la opresión y la discriminación.",TÍTULO I,CAPÍTULO ÚNICO,3,PRINCIPIOS FUNDAMENTALES
2014,35,"Artículo 4. El Estado nicaragüense reconoce a la persona, la familia y la comunidad como el origen y el fin de su actividad, y está organizado para asegurar el bien común, asumiendo la tarea de promover el desarrollo humano de todos y cada uno de los nicaragüenses, bajo la inspiración de valores cristianos, ideales socialistas, prácticas solidarias, democráticas y humanísticas, como valores universales y generales, así como los valores e ideales de la cultura e identidad nicaragüense.",TÍTULO I,CAPÍTULO ÚNICO,4,PRINCIPIOS FUNDAMENTALES
2014,36,"Artículo 5. Son principios de la nación nicaragüense, la libertad, la justicia, el respeto a la dignidad de la persona humana, el pluralismo político y social, el reconocimiento a los pueblos originarios y afrodescendientes de su propia identidad dentro de un Estado unitario e indivisible, el reconocimiento a las distintas formas de propiedad, la libre cooperación internacional, el respeto a la libre autodeterminación de los pueblos, los valores cristianos, los ideales socialistas, las prácticas solidarias, y los valores e ideales de la cultura e identidad nicaragüense.",TÍTULO I,CAPÍTULO ÚNICO,5,PRINCIPIOS FUNDAMENTALES
2014,37,"El pluralismo político asegura la libre organización y participación de todos los partidos políticos en los procesos electorales establecidos en la Constitución y las leyes; y su participación en los asuntos económicos, políticos y sociales del país.",TÍTULO I,CAPÍTULO ÚNICO,5,PRINCIPIOS FUNDAMENTALES
2014,38,"Los valores cristianos aseguran el amor al prójimo, la reconciliación entre hermanos de la familia nicaragüense, el respeto a la diversidad individual sin discriminación alguna, el respeto e igualdad de derecho de las personas con discapacidad y la opción preferencial por los pobres.",TÍTULO I,CAPÍTULO ÚNICO,5,PRINCIPIOS FUNDAMENTALES
2014,39,"Los ideales socialistas promueven el bien común por encima del egoísmo individual, buscando la construcción de una sociedad cada vez más inclusiva, justa y equitativa, impulsando la democracia económica que redistribuya la riqueza nacional y erradique la explotación entre los seres humanos.",TÍTULO I,CAPÍTULO ÚNICO,5,PRINCIPIOS FUNDAMENTALES
2014,40,"La solidaridad entre las y los nicaragüenses, debe ser un accionar común que conlleve a abolir prácticas excluyentes, y que favorezcan a los más empobrecidos, desfavorecidos y marginados; como sentimiento de unidad basado en metas e intereses comunes de nación, siendo que la colaboración y ayuda mutua promueve y alienta relaciones de entendimiento, respeto y dignificación, como fundamento para la paz y la reconciliación entre las personas.",TÍTULO I,CAPÍTULO ÚNICO,5,PRINCIPIOS FUNDAMENTALES
2014,41,"El Estado reconoce la existencia de los pueblos originarios y afrodescendientes, que gozan de los derechos, deberes y garantías consignados en la Constitución y en especial, los de mantener y desarrollar su identidad y cultura, tener sus propias formas de organización social y administrar sus asuntos locales; así como mantener las formas comunales de propiedad de sus tierras y el goce, uso y disfrute, todo de conformidad con la Ley. Para las comunidades de la Costa Caribe se establece el régimen de autonomía en la presente Constitución.",TÍTULO I,CAPÍTULO ÚNICO,5,PRINCIPIOS FUNDAMENTALES
2014,42,"Las diferentes formas de propiedad: pública, privada, asociativa, cooperativa, comunitaria, comunal, familiar y mixta deberán ser garantizadas y estimuladas sin discriminación para producir riquezas y todas ellas dentro de su libre funcionamiento deberán cumplir una función social.",TÍTULO I,CAPÍTULO ÚNICO,5,PRINCIPIOS FUNDAMENTALES
2014,43,"Nicaragua fundamenta sus relaciones internacionales en la amistad, complementariedad y solidaridad entre los pueblos y la reciprocidad entre los Estados. Por tanto, se inhibe y proscribe todo tipo de agresión política, militar, económica, cultural y religiosa, y la intervención en los asuntos internos de otros Estados. Reconoce el principio de solución pacífica de las controversias internacionales por los medios que ofrece el derecho internacional, y proscribe el uso de armas nucleares y otros medios de destrucción masiva en conflictos internos e internacionales; asegura el asilo para los perseguidos políticos y rechaza toda subordinación de un Estado respecto a otro.",TÍTULO I,CAPÍTULO ÚNICO,5,PRINCIPIOS FUNDAMENTALES
2014,44,Nicaragua se adhiere a los principios que conforman el Derecho Internacional Americano reconocido y ratificado soberanamente.,TÍTULO I,CAPÍTULO ÚNICO,5,PRINCIPIOS FUNDAMENTALES
2014,45,Nicaragua privilegia la integración regional y propugna por la reconstrucción de la Gran Patria Centroamericana.,TÍTULO I,CAPÍTULO ÚNICO,5,PRINCIPIOS FUNDAMENTALES
2014,46,TÍTULO II,TÍTULO II,CAPÍTULO ÚNICO,5,SOBRE EL ESTADO
2014,47,SOBRE EL ESTADO,TÍTULO II,CAPÍTULO ÚNICO,5,SOBRE EL ESTADO
2014,48,CAPÍTULO ÚNICO,TÍTULO II,CAPÍTULO ÚNICO,5,SOBRE EL ESTADO
2014,49,"Artículo 6. Nicaragua es un Estado independiente, libre, soberano, unitario e indivisible. Se constituye en un Estado Democrático y Social de Derecho, que promueve como valores superiores la dignificación del pueblo a través de su ordenamiento jurídico, la libertad, la justicia, la igualdad, la solidaridad, la responsabilidad social y, en general, la preeminencia de los Derechos Humanos, la ética y el bien común. Las ciudadanas y ciudadanos y la familia son elementos protagónicos en la toma de decisiones, planificación y gestión de los asuntos públicos del Estado.",TÍTULO II,CAPÍTULO ÚNICO,6,SOBRE EL ESTADO
2014,50,"Artículo 7. Nicaragua es una República democrática. La democracia se ejerce de forma directa, participativa, y representativa. Las funciones delegadas del Poder Soberano se manifiestan a través del Poder Legislativo, Poder Ejecutivo, Poder Judicial y Poder Electoral. Tienen funciones especializadas y separadas, colaborando armónicamente entre sí para la realización de sus fines.",TÍTULO II,CAPÍTULO ÚNICO,7,SOBRE EL ESTADO
2014,51,Existen otras instituciones y entes autónomos para el cumplimiento de funciones específicas del Estado.,TÍTULO II,CAPÍTULO ÚNICO,7,SOBRE EL ESTADO
2014,52,Artículo 8. El pueblo de Nicaragua es de naturaleza multiétnica y parte integrante de la nación centroamericana.,TÍTULO II,CAPÍTULO ÚNICO,8,SOBRE EL ESTADO
2014,53,"Artículo 9. Nicaragua defiende firmemente la unidad centroamericana, apoya y promueve todos los esfuerzos para lograr la integración política y económica y la cooperación en América Central, así como los esfuerzos por establecer y preservar la paz en la región.",TÍTULO II,CAPÍTULO ÚNICO,9,SOBRE EL ESTADO
2014,54,"Nicaragua aspira a la unidad de los pueblos de América Latina y el Caribe, inspirada en los ideales unitarios de Bolívar y Sandino.",TÍTULO II,CAPÍTULO ÚNICO,9,SOBRE EL ESTADO
2014,55,"En consecuencia, participará con los demás países centroamericanos y latinoamericanos en la creación o elección de los organismos necesarios para tales fines.",TÍTULO II,CAPÍTULO ÚNICO,9,SOBRE EL ESTADO
2014,56,Este principio se regulará por la legislación y los tratados respectivos.,TÍTULO II,CAPÍTULO ÚNICO,9,SOBRE EL ESTADO
2014,57,"Artículo 10. El territorio nacional es el comprendido entre el Mar Caribe y el Océano Pacífico y las Repúblicas de Honduras y Costa Rica. De conformidad con las sentencias de la Corte Internacional de Justicia del ocho de octubre del año dos mil siete y del diecinueve de noviembre del año dos mil doce, Nicaragua limita en el Mar Caribe con Honduras, Jamaica, Colombia, Panamá y Costa Rica.",TÍTULO II,CAPÍTULO ÚNICO,10,SOBRE EL ESTADO
2014,58,"La soberanía, jurisdicción y derechos de Nicaragua se extienden a las islas, cayos, bancos y rocas, situados en el Mar Caribe, Océano Pacífico y Golfo de Fonseca; así como a las aguas interiores, el mar territorial, la zona contigua, la zona económica exclusiva, la plataforma continental y el espacio aéreo correspondiente, de conformidad con la ley y las normas de Derecho Internacional, y las sentencias emitidas por la Corte Internacional de Justicia.",TÍTULO II,CAPÍTULO ÚNICO,10,SOBRE EL ESTADO
2014,59,"La República de Nicaragua únicamente reconoce obligaciones internacionales sobre su territorio que hayan sido libremente consentidas y de conformidad con la Constitución Política de la República y con las normas de Derecho Internacional. Asimismo, no acepta los tratados suscritos por otros países en los cuales Nicaragua no sea Parte Contratante.",TÍTULO II,CAPÍTULO ÚNICO,10,SOBRE EL ESTADO
2014,60,Artículo 11. El español es el idioma oficial del Estado. Las lenguas de las Comunidades de la Costa Caribe de Nicaragua también tendrán uso oficial en los casos que establezca la ley.,TÍTULO II,CAPÍTULO ÚNICO,11,SOBRE EL ESTADO
2014,61,"Artículo 12. La ciudad de Managua es la capital de la República y sede de los Poderes del Estado. En circunstancias extraordinarias, éstos se podrán establecer en otras partes del territorio nacional.",TÍTULO II,CAPÍTULO ÚNICO,12,SOBRE EL ESTADO
2014,62,"Artículo 13. Los símbolos patrios son: el Himno Nacional, la Bandera y el Escudo establecidos por la ley que determina sus características y usos.",TÍTULO II,CAPÍTULO ÚNICO,13,SOBRE EL ESTADO
2014,63,Artículo 14. El Estado no tiene religión oficial.,TÍTULO II,CAPÍTULO ÚNICO,14,SOBRE EL ESTADO
2014,64,TÍTULO III,TÍTULO III,CAPÍTULO ÚNICO,14,LA NACIONALIDAD NICARAGÜENSE
2014,65,LA NACIONALIDAD NICARAGÜENSE,TÍTULO III,CAPÍTULO ÚNICO,14,LA NACIONALIDAD NICARAGÜENSE
2014,66,CAPÍTULO ÚNICO,TÍTULO III,CAPÍTULO ÚNICO,14,LA NACIONALIDAD NICARAGÜENSE
2014,67,Artículo 15. Los nicaragüenses son nacionales o nacionalizados.,TÍTULO III,CAPÍTULO ÚNICO,15,LA NACIONALIDAD NICARAGÜENSE
2014,68,Artículo 16. Son nacionales:,TÍTULO III,CAPÍTULO ÚNICO,16,LA NACIONALIDAD NICARAGÜENSE
2014,69,"1) Los nacidos en el territorio nacional. Se exceptúan los hijos de extranjeros en servicio diplomático, los de funcionarios extranjeros al servicio de organizaciones internacionales o los de enviados por sus gobiernos a desempeñar trabajos en Nicaragua, a menos que optaren por la nacionalidad nicaragüense.",TÍTULO III,CAPÍTULO ÚNICO,16,LA NACIONALIDAD NICARAGÜENSE
2014,70,2) Los hijos de padre o madre nicaragüense.,TÍTULO III,CAPÍTULO ÚNICO,16,LA NACIONALIDAD NICARAGÜENSE
2014,71,"3) Los nacidos en el extranjero de padre o madre que originalmente fueron nicaragüenses, siempre y cuando lo solicitaren después de alcanzar la mayoría de edad o emancipación.",TÍTULO III,CAPÍTULO ÚNICO,16,LA NACIONALIDAD NICARAGÜENSE
2014,72,"4) Los infantes de padres desconocidos encontrados en territorio nicaragüense, sin perjuicio de que, conocida su filiación, surtan los efectos que proceden.",TÍTULO III,CAPÍTULO ÚNICO,16,LA NACIONALIDAD NICARAGÜENSE
2014,73,"5) Los hijos de padres extranjeros nacidos a bordo de aeronaves y embarcaciones nicaragüenses, siempre que ellos lo solicitaren.",TÍTULO III,CAPÍTULO ÚNICO,16,LA NACIONALIDAD NICARAGÜENSE
2014,74,"Artículo 17. Los centroamericanos de origen tienen derecho de optar a la nacionalidad nicaragüense, sin necesidad de renunciar a su nacionalidad y pueden solicitarla ante autoridad competente cuando residan en Nicaragua.",TÍTULO III,CAPÍTULO ÚNICO,17,LA NACIONALIDAD NICARAGÜENSE
2014,75,Artículo 18. La Asamblea Nacional podrá declarar nacionales a extranjeros que se hayan distinguido por méritos extraordinarios al servicio de Nicaragua.,TÍTULO III,CAPÍTULO ÚNICO,18,LA NACIONALIDAD NICARAGÜENSE
2014,76,"Artículo 19. Los extranjeros pueden ser nacionalizados, previa renuncia a su nacionalidad y mediante solicitud ante autoridad competente, cuando cumplieren los requisitos y condiciones que establezcan las leyes de la materia.",TÍTULO III,CAPÍTULO ÚNICO,19,LA NACIONALIDAD NICARAGÜENSE
2014,77,Artículo 20. Ningún nacional puede ser privado de su nacionalidad. La calidad de nacional nicaragüense no se pierde por el hecho de adquirir otra nacionalidad.,TÍTULO III,CAPÍTULO ÚNICO,20,LA NACIONALIDAD NICARAGÜENSE
2014,78,"Artículo 21. La adquisición, pérdida y recuperación de la nacionalidad serán reguladas por las leyes.",TÍTULO III,CAPÍTULO ÚNICO,21,LA NACIONALIDAD NICARAGÜENSE
2014,79,Artículo 22. En los casos de doble nacionalidad se procede conforme los tratados y el principio de reciprocidad.,TÍTULO III,CAPÍTULO ÚNICO,22,LA NACIONALIDAD NICARAGÜENSE
2014,80,TÍTULO IV,TÍTULO IV,CAPÍTULO ÚNICO,22,"DERECHOS, DEBERES Y GARANTÍAS DEL PUEBLO NICARAGÜENSE"
2014,81,"DERECHOS, DEBERES Y GARANTÍAS DEL PUEBLO NICARAGÜENSE",TÍTULO IV,CAPÍTULO ÚNICO,22,"DERECHOS, DEBERES Y GARANTÍAS DEL PUEBLO NICARAGÜENSE"
2014,82,CAPÍTULO I,TÍTULO IV,CAPÍTULO I,22,"DERECHOS, DEBERES Y GARANTÍAS DEL PUEBLO NICARAGÜENSE"
2014,83,DERECHOS INDIVIDUALES,TÍTULO IV,CAPÍTULO I,22,"DERECHOS, DEBERES Y GARANTÍAS DEL PUEBLO NICARAGÜENSE"
2014,84,Artículo 23. El derecho a la vida es inviolable e inherente a la persona humana. En Nicaragua no hay pena de muerte.,TÍTULO IV,CAPÍTULO I,23,"DERECHOS, DEBERES Y GARANTÍAS DEL PUEBLO NICARAGÜENSE"
2014,85,"Artículo 24. Toda persona tiene deberes para con la familia, la comunidad, la patria y la humanidad.",TÍTULO IV,CAPÍTULO I,24,"DERECHOS, DEBERES Y GARANTÍAS DEL PUEBLO NICARAGÜENSE"
2014,86,"Los derechos de cada persona están limitados por los derechos de los demás, por la seguridad de todos y por las justas exigencias del bien común.",TÍTULO IV,CAPÍTULO I,24,"DERECHOS, DEBERES Y GARANTÍAS DEL PUEBLO NICARAGÜENSE"
2014,87,Artículo 25. Toda persona tiene derecho:,TÍTULO IV,CAPÍTULO I,25,"DERECHOS, DEBERES Y GARANTÍAS DEL PUEBLO NICARAGÜENSE"
2014,88,1) A la libertad individual.,TÍTULO IV,CAPÍTULO I,25,"DERECHOS, DEBERES Y GARANTÍAS DEL PUEBLO NICARAGÜENSE"
2014,89,2) A su seguridad.,TÍTULO IV,CAPÍTULO I,25,"DERECHOS, DEBERES Y GARANTÍAS DEL PUEBLO NICARAGÜENSE"
2014,90,3) Al reconocimiento de su personalidad y capacidad jurídica.,TÍTULO IV,CAPÍTULO I,25,"DERECHOS, DEBERES Y GARANTÍAS DEL PUEBLO NICARAGÜENSE"
2014,91,Artículo 26. Toda persona tiene derecho:,TÍTULO IV,CAPÍTULO I,26,"DERECHOS, DEBERES Y GARANTÍAS DEL PUEBLO NICARAGÜENSE"
2014,92,1) A su vida privada y a la de su familia,TÍTULO IV,CAPÍTULO I,26,"DERECHOS, DEBERES Y GARANTÍAS DEL PUEBLO NICARAGÜENSE"
2014,94,2) Al respeto de su honra y reputación.,TÍTULO IV,CAPÍTULO I,26,"DERECHOS, DEBERES Y GARANTÍAS DEL PUEBLO NICARAGÜENSE"
2014,95,"3) A conocer toda información que sobre ella se haya registrado en las entidades de naturaleza privada y pública, así como el derecho de saber por qué y con qué finalidad se tiene esa información.",TÍTULO IV,CAPÍTULO I,26,"DERECHOS, DEBERES Y GARANTÍAS DEL PUEBLO NICARAGÜENSE"
2014,96,"4) A la inviolabilidad de su domicilio, su correspondencia y sus comunicaciones de todo tipo.",TÍTULO IV,CAPÍTULO I,26,"DERECHOS, DEBERES Y GARANTÍAS DEL PUEBLO NICARAGÜENSE"
2014,97,"El domicilio sólo puede ser allanado por orden escrita del juez competente, excepto:",TÍTULO IV,CAPÍTULO I,26,"DERECHOS, DEBERES Y GARANTÍAS DEL PUEBLO NICARAGÜENSE"
2014,98,a) Si los que habitaren en una casa manifestaren que allí se está cometiendo un delito o de ella se pidiere auxilio.,TÍTULO IV,CAPÍTULO I,26,"DERECHOS, DEBERES Y GARANTÍAS DEL PUEBLO NICARAGÜENSE"
2014,99,"b) Si por incendio, inundación, catástrofe u otra causa semejante, se hallare amenazada la vida de los habitantes o de la propiedad.",TÍTULO IV,CAPÍTULO I,26,"DERECHOS, DEBERES Y GARANTÍAS DEL PUEBLO NICARAGÜENSE"
2014,100,"c) Cuando se denunciare que personas extrañas han sido vistas en una morada, con indicios manifiestos de ir a cometer un delito.",TÍTULO IV,CAPÍTULO I,26,"DERECHOS, DEBERES Y GARANTÍAS DEL PUEBLO NICARAGÜENSE"
2014,101,d) En caso de persecución actual o inmediata de un delincuente.,TÍTULO IV,CAPÍTULO I,26,"DERECHOS, DEBERES Y GARANTÍAS DEL PUEBLO NICARAGÜENSE"
2014,102,e) Para rescatar a la persona que sufra secuestros.,TÍTULO IV,CAPÍTULO I,26,"DERECHOS, DEBERES Y GARANTÍAS DEL PUEBLO NICARAGÜENSE"
2014,103,En todos los casos se procederá de acuerdo a la ley.,TÍTULO IV,CAPÍTULO I,26,"DERECHOS, DEBERES Y GARANTÍAS DEL PUEBLO NICARAGÜENSE"
2014,104,"La ley fija los casos y procedimientos para el examen de documentos privados, libros contables y anexos, cuando sea indispensable para esclarecer asuntos sometidos al conocimiento de los tribunales de justicia o por motivos fiscales.",TÍTULO IV,CAPÍTULO I,26,"DERECHOS, DEBERES Y GARANTÍAS DEL PUEBLO NICARAGÜENSE"
2014,105,"Las cartas, documentos y demás papeles privados substraídos ilegalmente, no producen efecto alguno en juicio o fuera de él.",TÍTULO IV,CAPÍTULO I,26,"DERECHOS, DEBERES Y GARANTÍAS DEL PUEBLO NICARAGÜENSE"
2014,106,"Artículo 27. Todas las personas son iguales ante la ley y tienen derecho a igual protección. No habrá discriminación por motivos de nacimiento, nacionalidad, credo político, raza, sexo, idioma, religión, opinión, origen, posición económica o condición social.",TÍTULO IV,CAPÍTULO I,27,"DERECHOS, DEBERES Y GARANTÍAS DEL PUEBLO NICARAGÜENSE"
2014,107,"Los extranjeros tienen los mismos deberes y derechos que los nicaragüenses, con la excepción de los derechos políticos y los que establezcan las leyes; no pueden intervenir en los asuntos políticos del país.",TÍTULO IV,CAPÍTULO I,27,"DERECHOS, DEBERES Y GARANTÍAS DEL PUEBLO NICARAGÜENSE"
2014,108,El Estado respeta y garantiza los derechos reconocidos en la presente Constitución a todas las personas que se encuentren en su territorio y estén sujetas a su jurisdicción.,TÍTULO IV,CAPÍTULO I,27,"DERECHOS, DEBERES Y GARANTÍAS DEL PUEBLO NICARAGÜENSE"
2014,109,Artículo 28. Los nicaragüenses que se encuentren en el extranjero gozan del amparo y protección del Estado los que se hacen efectivos por medio de sus representaciones diplomáticas y consulares.,TÍTULO IV,CAPÍTULO I,28,"DERECHOS, DEBERES Y GARANTÍAS DEL PUEBLO NICARAGÜENSE"
2014,110,"Artículo 29. Toda persona tiene derecho a la libertad de conciencia, de pensamiento y de profesar o no una religión. Nadie puede ser objeto de medidas coercitivas que puedan menoscabar estos derechos ni a ser obligado a declarar su credo, ideología o creencia.",TÍTULO IV,CAPÍTULO I,29,"DERECHOS, DEBERES Y GARANTÍAS DEL PUEBLO NICARAGÜENSE"
2014,111,"Artículo 30. Los nicaragüenses tienen derecho a expresar libremente su pensamiento en público o en privado, individual o colectivamente, en forma oral, escrita o por cualquier otro medio.",TÍTULO IV,CAPÍTULO I,30,"DERECHOS, DEBERES Y GARANTÍAS DEL PUEBLO NICARAGÜENSE"
2014,112,Artículo 31. Los nicaragüenses tienen derecho a circular y fijar su residencia en cualquier parte del territorio nacional; a entrar y salir libremente del país.,TÍTULO IV,CAPÍTULO I,31,"DERECHOS, DEBERES Y GARANTÍAS DEL PUEBLO NICARAGÜENSE"
2014,113,"Artículo 32. Ninguna persona está obligada a hacer lo que la ley no mande, ni impedida de hacer lo que ella no prohíbe.",TÍTULO IV,CAPÍTULO I,32,"DERECHOS, DEBERES Y GARANTÍAS DEL PUEBLO NICARAGÜENSE"
2014,114,"Artículo 33. Nadie puede ser sometido a detención o prisión arbitraria, ni ser privado de su libertad, salvo por causas fijadas por la ley con arreglo a un procedimiento legal. En consecuencia:",TÍTULO IV,CAPÍTULO I,33,"DERECHOS, DEBERES Y GARANTÍAS DEL PUEBLO NICARAGÜENSE"
2014,115,"1) La detención sólo podrá efectuarse en virtud de mandamiento escrito de juez competente o de las autoridades expresamente facultadas por la ley, salvo el caso de flagrante delito.",TÍTULO IV,CAPÍTULO I,33,"DERECHOS, DEBERES Y GARANTÍAS DEL PUEBLO NICARAGÜENSE"
2014,116,2) Todo detenido tiene derecho:,TÍTULO IV,CAPÍTULO I,33,"DERECHOS, DEBERES Y GARANTÍAS DEL PUEBLO NICARAGÜENSE"
2014,117,"2.1 A ser informado sin demora, en idioma o lengua que comprenda y en forma detallada, de las causas de su detención y de la acusación formulada en su contra; a que se informe de su detención por parte de la policía y él mismo a informar a su familia o a quien estime conveniente; y también a ser tratado con el respeto debido a la dignidad inherente al ser humano.",TÍTULO IV,CAPÍTULO I,33,"DERECHOS, DEBERES Y GARANTÍAS DEL PUEBLO NICARAGÜENSE"
2014,118,2.2. A ser puesto en libertad o a la orden de autoridad competente dentro del plazo de las cuarenta y ocho horas posteriores a su detención.,TÍTULO IV,CAPÍTULO I,33,"DERECHOS, DEBERES Y GARANTÍAS DEL PUEBLO NICARAGÜENSE"
2014,119,"3) Una vez cumplida la pena impuesta, nadie deberá continuar detenido después de dictarse la orden de excarcelación por la autoridad competente.",TÍTULO IV,CAPÍTULO I,33,"DERECHOS, DEBERES Y GARANTÍAS DEL PUEBLO NICARAGÜENSE"
2014,120,4) Toda detención ilegal causa responsabilidad civil y penal en la autoridad que la ordene o ejecute.,TÍTULO IV,CAPÍTULO I,33,"DERECHOS, DEBERES Y GARANTÍAS DEL PUEBLO NICARAGÜENSE"
2014,121,5) Los organismos correspondientes procurarán que los procesados y los condenados guarden prisión en centros diferentes.,TÍTULO IV,CAPÍTULO I,33,"DERECHOS, DEBERES Y GARANTÍAS DEL PUEBLO NICARAGÜENSE"
2014,122,"Artículo 34. Toda persona en un proceso tiene derecho, en igualdad de condiciones al debido proceso y a la tutela judicial efectiva y, como parte de ellas, a las siguientes garantías mínimas:",TÍTULO IV,CAPÍTULO I,34,"DERECHOS, DEBERES Y GARANTÍAS DEL PUEBLO NICARAGÜENSE"
