year,line,text,titulo,cap,art,tema
1974,37,"3) Los hijos de nicaragüenses nacidos en el extranjero si en ese momento el padre o la madre se encontraren en servicio de la República en la Nación extraña, aun para los efectos en que la Constitución o las leyes requieran nacimiento en territorio nacional;",TÍTULO II,CAPÍTULO ÚNICO,17,CAPÍTULO ÚNICO
1974,38,"4) Los infantes encontrados en territorio nicaragüense, cuyos padres sean desconocidos;",TÍTULO II,CAPÍTULO ÚNICO,17,CAPÍTULO ÚNICO
1974,39,"5) Los naturales de las demás Repúblicas de Centroamérica residentes en Nicaragua, que manifestaren personalmente ante la autoridad competente el deseo de ser nicaragüenses, siempre que exista la reciprocidad en el país de origen, y hasta donde está se extienda; y",TÍTULO II,CAPÍTULO ÚNICO,17,CAPÍTULO ÚNICO
1974,40,"6) Los nacidos a bordo de aeronaves o embarcaciones nicaragüenses, fuera de la jurisdicción de otro Estado, con la excepción establecida en el ordinal 1) de este Artículo.",TÍTULO II,CAPÍTULO ÚNICO,17,CAPÍTULO ÚNICO
1974,41,Arto. 18.- Son nicaragüenses naturalizados:,TÍTULO II,CAPÍTULO ÚNICO,18,CAPÍTULO ÚNICO
1974,42,1) Los extranjeros que hayan adquirido la nacionalidad nicaragüense; y,TÍTULO II,CAPÍTULO ÚNICO,18,CAPÍTULO ÚNICO
1974,43,2) Los infantes extranjeros legalmente adoptados por nicaragüense.,TÍTULO II,CAPÍTULO ÚNICO,18,CAPÍTULO ÚNICO
1974,44,"Arto. 19.- Podrán adquirir la nacionalidad nicaragüense por naturalización si manifiestan su voluntad al respecto, renunciando de previo a la suya:",TÍTULO II,CAPÍTULO ÚNICO,19,CAPÍTULO ÚNICO
1974,45,"1) Los inmigrantes de grupos seleccionados traídos por el Gobierno para fines agrícolas o industriales, después de un año de residencia;",TÍTULO II,CAPÍTULO ÚNICO,19,CAPÍTULO ÚNICO
1974,46,2) Los naturales de España o de los países de América con residencia de más de dos año en Nicaragua. Los Tratados podrán modificar las condiciones de naturalización de éstos a base de reciprocidad;,TÍTULO II,CAPÍTULO ÚNICO,19,CAPÍTULO ÚNICO
1974,47,3) Los demás extranjeros con residencia por más de diez años en Nicaragua; y,TÍTULO II,CAPÍTULO ÚNICO,19,CAPÍTULO ÚNICO
1974,48,4) El extranjero casado con nicaragüense.,TÍTULO II,CAPÍTULO ÚNICO,19,CAPÍTULO ÚNICO
1974,49,"Arto. 20.- Ni el matrimonio, ni su disolución afectarán la nacionalidad de los cónyuges, ni la de sus hijos.",TÍTULO II,CAPÍTULO ÚNICO,20,CAPÍTULO ÚNICO
1974,50,Arto. 21.- La nacionalidad nicaragüense se pierde:,TÍTULO II,CAPÍTULO ÚNICO,21,CAPÍTULO ÚNICO
1974,51,"1) Por naturalización voluntaria en país extranjero, que no sea de Centroamérica. El nicaragüense natural que así la perdiere recobrará su calidad nicaragüense, si en cualquier tiempo volviere a Nicaragua;",TÍTULO II,CAPÍTULO ÚNICO,21,CAPÍTULO ÚNICO
1974,52,2) Por cancelación de la carta de naturalización;,TÍTULO II,CAPÍTULO ÚNICO,21,CAPÍTULO ÚNICO
1974,53,"3) Cuando el naturalizado se ausente voluntariamente del territorio por más de cinco años consecutivos, salvo que demuestre haber permanecido vinculado con el país; y",TÍTULO II,CAPÍTULO ÚNICO,21,CAPÍTULO ÚNICO
1974,54,4) Cuando los naturalizados sean condenados por traición a la Patria o propaguen doctrinas o ideologías políticas que tiendan a destruir la forma republicana o democrática del Gobierno. En los casos de este ordinal no se podrá obtener de nuevo la nacionalidad.,TÍTULO II,CAPÍTULO ÚNICO,21,CAPÍTULO ÚNICO
1974,55,La ley reglamentará todo lo relativo a la naturalización.,TÍTULO II,CAPÍTULO ÚNICO,21,CAPÍTULO ÚNICO
1974,56,"Arto. 22.- Ningún nicaragüense naturalizado podrá desempeñar a nombre de Nicaragua, funciones diplomáticas en su país de origen.",TÍTULO II,CAPÍTULO ÚNICO,22,CAPÍTULO ÚNICO
1974,57,Arto. 23.- Son deberes de los nicaragüenses:,TÍTULO II,CAPÍTULO ÚNICO,23,CAPÍTULO ÚNICO
1974,58,1) Servir y defender a la Patria;,TÍTULO II,CAPÍTULO ÚNICO,23,CAPÍTULO ÚNICO
1974,59,2) Cumplir con la Constitución y las leyes de la República;,TÍTULO II,CAPÍTULO ÚNICO,23,CAPÍTULO ÚNICO
1974,60,"3) Contribuir con su trabajo al desarrollo integral de la Nación y a su engrandecimiento espiritual, moral, material y cultural; y",TÍTULO II,CAPÍTULO ÚNICO,23,CAPÍTULO ÚNICO
1974,61,4) Contribuir a los gastos públicos en la forma y cuantía que la ley disponga.,TÍTULO II,CAPÍTULO ÚNICO,23,CAPÍTULO ÚNICO
1974,62,Arto. 24.- Los nicaragüenses no podrán demandar indemnización del Estado cuando resulten lesionados en su persona o bienes por actos que no se hubieren ejecutado por autoridad legítima en ejercicio de sus funciones.,TÍTULO II,CAPÍTULO ÚNICO,24,CAPÍTULO ÚNICO
1974,63,TÍTULO III,TÍTULO III,CAPÍTULO ÚNICO,24,CAPÍTULO ÚNICO
1974,64,CAPÍTULO ÚNICO,TÍTULO III,CAPÍTULO ÚNICO,24,CAPÍTULO ÚNICO
1974,65,Extranjeros,TÍTULO III,CAPÍTULO ÚNICO,24,CAPÍTULO ÚNICO
1974,66,"Arto. 25.- Los extranjeros gozan en Nicaragua de todos los derechos civiles y garantías que se conceden a los nicaragüenses, con las restricciones que establezcan las leyes.",TÍTULO III,CAPÍTULO ÚNICO,25,CAPÍTULO ÚNICO
1974,67,"Están obligados a obedecer las leyes, respetar las autoridades, y pagar todas las contribuciones ordinarias y extraordinarias a que estén sujetos los nicaragüenses.",TÍTULO III,CAPÍTULO ÚNICO,25,CAPÍTULO ÚNICO
1974,68,"Arto. 26.- Se prohíbe a los extranjeros inmiscuirse, directa o indirectamente, en las actividades políticas, nacionales o internacionales del país.",TÍTULO III,CAPÍTULO ÚNICO,26,CAPÍTULO ÚNICO
1974,69,"Por la contravención, podrán ser extrañados del país, sin juicio previo, por el Presidente de la República en Consejo de Ministros, salvo que el extranjero tuviere cónyuge nicaragüense, o hijo de nicaragüense, reconocido con anterioridad a los hechos que motivaren el extrañamiento, sin perjuicio de incurrir en las responsabilidades a que hubiere lugar.",TÍTULO III,CAPÍTULO ÚNICO,26,CAPÍTULO ÚNICO
1974,70,Arto. 27.- Los extranjeros no podrán hacer reclamaciones ni exigir indemnización alguna del estado sino en los casos y forma en que pudieren hacerlo los nicaragüenses.,TÍTULO III,CAPÍTULO ÚNICO,27,CAPÍTULO ÚNICO
1974,71,"Arto. 28.- La ley determinará las reglas y condiciones para la expulsión de los extranjeros del territorio nacional, así como los casos en que se puede negar su entrada y permanencia en el país.",TÍTULO III,CAPÍTULO ÚNICO,28,CAPÍTULO ÚNICO
1974,72,"Arto. 29.- Los extranjeros no podrán recurrir a la vía diplomática, sino en los casos de denegación de justicia. No se entiende por tal el hecho de que un fallo sea desfavorable al reclamante. Los que contravinieren esta disposición perderán el derecho de habitar en el país.",TÍTULO III,CAPÍTULO ÚNICO,29,CAPÍTULO ÚNICO
1974,73,"Arto. 30.- Los extranjeros podrán desempeñar cargos públicos en los ramos de Asistencia Social y Ornato, o en aquellos en que se requieren conocimientos técnicos especiales, siempre que estos últimos cargos no lleven anexa autoridad o jurisdicción.",TÍTULO III,CAPÍTULO ÚNICO,30,CAPÍTULO ÚNICO
1974,74,Arto. 31.- No podrá accederse a la extradición de los extranjeros por delitos políticos o por comunes conexos con los políticos. La calificación de unos y otros corresponde a la ley y a los Tratados.,TÍTULO III,CAPÍTULO ÚNICO,31,CAPÍTULO ÚNICO
1974,75,TÍTULO IV,TÍTULO IV,CAPÍTULO ÚNICO,31,CAPÍTULO ÚNICO
1974,76,CAPÍTULO ÚNICO,TÍTULO IV,CAPÍTULO ÚNICO,31,CAPÍTULO ÚNICO
1974,77,Ciudadanía,TÍTULO IV,CAPÍTULO ÚNICO,31,CAPÍTULO ÚNICO
1974,78,"Arto. 32.- Son ciudadanos: los nicaragüenses mayores de veintiún años de edad, los mayores de dieciocho que sepan leer y escribir o sean casados; y los menores de dieciocho que hayan concluido sus estudios de educación media.",TÍTULO IV,CAPÍTULO ÚNICO,32,CAPÍTULO ÚNICO
1974,79,"Arto. 33.- Son derechos del ciudadano: optar a los cargos públicos, reunirse, asociarse y hacer peticiones en la forma que determine la ley.",TÍTULO IV,CAPÍTULO ÚNICO,33,CAPÍTULO ÚNICO
1974,80,Arto. 34.- Son obligaciones del ciudadano:,TÍTULO IV,CAPÍTULO ÚNICO,34,CAPÍTULO ÚNICO
1974,81,"1) Inscribirse en los Registros Electorales, cuando así lo exija la ley;",TÍTULO IV,CAPÍTULO ÚNICO,34,CAPÍTULO ÚNICO
1974,82,2) Votar en las elecciones populares; y,TÍTULO IV,CAPÍTULO ÚNICO,34,CAPÍTULO ÚNICO
1974,83,"3) Desempeñar, salvo excusa calificada por ley, los cargos concejiles.",TÍTULO IV,CAPÍTULO ÚNICO,34,CAPÍTULO ÚNICO
1974,84,La ley reglamentará estas obligaciones y determinará las penas por su infracción.,TÍTULO IV,CAPÍTULO ÚNICO,34,CAPÍTULO ÚNICO
1974,85,Arto. 35.- Se suspenden los derechos del ciudadano:,TÍTULO IV,CAPÍTULO ÚNICO,35,CAPÍTULO ÚNICO
1974,86,1) Por incapacidad mental;,TÍTULO IV,CAPÍTULO ÚNICO,35,CAPÍTULO ÚNICO
1974,87,"2) Por auto de prisión o declaratoria de haber lugar a seguimiento de causa, o por delito que merezca pena corporal más que correccional;",TÍTULO IV,CAPÍTULO ÚNICO,35,CAPÍTULO ÚNICO
1974,88,3) Por imposición de pena corporal más que correccional;,TÍTULO IV,CAPÍTULO ÚNICO,35,CAPÍTULO ÚNICO
1974,89,4) Por ser deudor fraudulento;,TÍTULO IV,CAPÍTULO ÚNICO,35,CAPÍTULO ÚNICO
1974,90,"5) Por vagancia, ebriedad o drogadicción consuetudinaria;",TÍTULO IV,CAPÍTULO ÚNICO,35,CAPÍTULO ÚNICO
1974,91,"6) Por ejercer violencia, coacción, corrupción o fraude en las elecciones, o por predicar o proclamar la abstención de votar;",TÍTULO IV,CAPÍTULO ÚNICO,35,CAPÍTULO ÚNICO
1974,92,7) Por ingratitud con sus padres o injusto abandono de sus hijos menores de edad;,TÍTULO IV,CAPÍTULO ÚNICO,35,CAPÍTULO ÚNICO
1974,93,"8) Por prestar ayuda contra Nicaragua a otro país o a un ciudadano extranjero, en cualquier reclamación diplomática o ante tribunal internacional; y",TÍTULO IV,CAPÍTULO ÚNICO,35,CAPÍTULO ÚNICO
1974,94,9) En los demás casos en que la ley impone suspensión como pena.,TÍTULO IV,CAPÍTULO ÚNICO,35,CAPÍTULO ÚNICO
1974,95,"En los casos de los ordinales 1), 4), 5), 6), 7), y 9), la suspensión se operará mediante resolución sobre la causal.",TÍTULO IV,CAPÍTULO ÚNICO,35,CAPÍTULO ÚNICO
1974,96,"En todos los casos de este Artículo, también suspende el voto activo al ciudadano, salvo para los que prediquen o proclamen la abstención electoral.",TÍTULO IV,CAPÍTULO ÚNICO,35,CAPÍTULO ÚNICO
1974,97,La ley reglamentará la manera de restablecer el ejercicio de la ciudadanía.,TÍTULO IV,CAPÍTULO ÚNICO,35,CAPÍTULO ÚNICO
1974,98,"Arto. 36.- El voto popular es personal e innegable, igual, directo y secreto.",TÍTULO IV,CAPÍTULO ÚNICO,36,CAPÍTULO ÚNICO
1974,99,TÍTULO V,TÍTULO V,CAPÍTULO ÚNICO,36,Derechos y Garantías
1974,100,Derechos y Garantías,TÍTULO V,CAPÍTULO ÚNICO,36,Derechos y Garantías
1974,101,CAPÍTULO I,TÍTULO V,CAPÍTULO I,36,Derechos y Garantías
1974,102,Disposiciones Generales,TÍTULO V,CAPÍTULO I,36,Derechos y Garantías
1974,103,"Arto. 37.- Todos los nicaragüenses son iguales a la ley. En Nicaragua no se reconoce privilegios o por razón de nacimiento, condición social o raza, ni por otra causa que no sea la capacidad o la virtud.",TÍTULO V,CAPÍTULO I,37,Derechos y Garantías
1974,104,"Arto. 38.- La vida humana es inviolable. Sin embargo, se establece la pena de muerte o para los casos siguientes: delito de alta traición cometida en guerra exterior; delitos graves de orden puramente militar y delitos de asesinato, parricidio, homicidio o robo seguido de muerte, y con circunstancias graves calificadas por la ley.",TÍTULO V,CAPÍTULO I,38,Derechos y Garantías
1974,105,Arto. 39.- El Estado garantiza la libertad individual. Esta no puede ser restringida sino conforme a las leyes.,TÍTULO V,CAPÍTULO I,39,Derechos y Garantías
1974,106,"Arto. 40.- Nadie puede ser detenido sino mediante mandamiento escrito de funcionario competente. En caso de flagrante delito, el hechor puede ser arrestado por cualquier particular para entregarlo a la autoridad que tenga facilidad de arrestar.",TÍTULO V,CAPÍTULO I,40,Derechos y Garantías
1974,107,"Todo mandamiento de detención que no emane de autoridad competente o que no hubiere dictado con las formalidades legales, es punible.",TÍTULO V,CAPÍTULO I,40,Derechos y Garantías
1974,108,"Arto. 41.- Todo detenido será puesto en libertad entregado al juez competente dentro de las veinticuatro horas siguientes al acto de la detención, más el término de la distancia, en su caso.",TÍTULO V,CAPÍTULO I,41,Derechos y Garantías
1974,109,"Arto. 42.- Toda persona detenida o amenazada de serlo o, en su favor, cualquier otro habitante de la República, podrá interponer verbalmente o por escrito ante el Tribunal competente, el recurso de Habeas Corpus.",TÍTULO V,CAPÍTULO I,42,Derechos y Garantías
1974,110,Arto. 43.- Sólo se castigarán las acciones u omisiones declaradas posibles por la Ley anterior a su comisión.,TÍTULO V,CAPÍTULO I,43,Derechos y Garantías
1974,111,"Arto. 44.- El proceso será público. El reo, por sí o por medio de defensor, tendrá derecho de intervenir desde el sumario.",TÍTULO V,CAPÍTULO I,44,Derechos y Garantías
1974,112,Arto. 45.- Se establece el juicio por jurado en causas criminales por los delitos que la ley determine.,TÍTULO V,CAPÍTULO I,45,Derechos y Garantías
1974,113,"Arto. 46.- Toda detención para inquirir se dejará sin efecto o se elevará a prisión, dentro de los diez días de haber sido el detenido puesto a la orden de la autoridad judicial competente, más el término de la distancia.",TÍTULO V,CAPÍTULO I,46,Derechos y Garantías
1974,114,"Cuando se trate de menores podrá decretarse su internamiento en instituciones especiales de rehabilitación, de acuerdo con lo que determine la ley.",TÍTULO V,CAPÍTULO I,46,Derechos y Garantías
1974,115,"Arto. 47.- No podrá decretarse auto de prisión sin estar plenamente comprobado el cuerpo del delito y sin que exista, al menos, presunción grave de quien sea el autor.",TÍTULO V,CAPÍTULO I,47,Derechos y Garantías
1974,116,"Arto. 48.- Se prohíbe toda restricción de la liberta personal por obligaciones puramente civiles, salvo el apremio de acuerdo con la ley.",TÍTULO V,CAPÍTULO I,48,Derechos y Garantías
1974,117,"Arto. 49.- No hay fuero atractivo. Nadie puede ser sustraído de su Juez competente, ni llevado a jurisdicción de excepción, sino a causa de una ley anterior.",TÍTULO V,CAPÍTULO I,49,Derechos y Garantías
1974,118,Arto. 50.- A nadie se puede privar del derecho de defensa.,TÍTULO V,CAPÍTULO I,50,Derechos y Garantías
1974,119,Arto. 51.- La pena no trasciende de la persona del delincuente.,TÍTULO V,CAPÍTULO I,51,Derechos y Garantías
1974,120,"Arto. 52.- Las cárceles son establecimientos de seguridad, defensa social, reeducación del penado y de preparación para el trabajo. Se prohíbe todo acto de crueldad tortura contra detenidos, procesados o penados. La violación de esta garantía constituye delito.",TÍTULO V,CAPÍTULO I,52,Derechos y Garantías
1974,121,"Arto. 53.- Nadie puede ser obligado en asunto criminal, correccional o de policía, a declarar contra sí mismo, contra su cónyuge o contra sus parientes dentro del cuarto grado de consanguinidad, o segunda de afinidad.",TÍTULO V,CAPÍTULO I,53,Derechos y Garantías
1974,122,"Arto. 54.- El Estado no podrá entregar a sus nacionales; pero si se solicitare la extradición, deberá juzgarlos por el delito común cometido.",TÍTULO V,CAPÍTULO I,54,Derechos y Garantías
1974,123,"Arto. 55.- El territorio de Nicaragua será asilo para todo perseguido por razones políticas. No podrá accederse a la extradición de extranjeros por delitos políticos o por comunes conexos con éstos. Si por cualquier otra causa se decreta su extrañamiento, nunca podrá enviarse al país en donde fuere perseguido.",TÍTULO V,CAPÍTULO I,55,Derechos y Garantías
1974,124,"Arto. 56.- Se prohíbe dar leyes proscriptivas, o que establezcan penas infamantes, o que duren más de treinta años.",TÍTULO V,CAPÍTULO I,56,Derechos y Garantías
1974,125,"Arto. 57.- En caso de infracción de un precepto constitucional en detrimento de alguna persona, el mandato superior no exime de responsabilidad al agente que lo ejecute. Los militares en servicio quedan exceptuados de esta disposición y, respecto de ellos, la responsabilidad recaerá sobre el superior que dio la orden.",TÍTULO V,CAPÍTULO I,57,Derechos y Garantías
1974,126,"Arto. 58.- El Estado garantiza la inviolabilidad del hogar, de la habitación y de todo otro recinto privado de las personas, los cuales sólo pueden ser allanados por la autoridad, en los casos siguientes:",TÍTULO V,CAPÍTULO I,58,Derechos y Garantías
1974,127,1) En persecución actual de un delincuente;,TÍTULO V,CAPÍTULO I,58,Derechos y Garantías
1974,128,2) Para extraer al criminal sorprendido infraganti;,TÍTULO V,CAPÍTULO I,58,Derechos y Garantías
1974,129,"3) Por reclamación que se haga del interior del recinto respectivo, por cometerse delito en él, o desorden escandaloso que exija pronto remedio;",TÍTULO V,CAPÍTULO I,58,Derechos y Garantías
1974,130,"4) En caso de incendio, terremoto, inundación, epidemia u otro análogo;",TÍTULO V,CAPÍTULO I,58,Derechos y Garantías
1974,131,5) Para cualquier visita estadística e inspección o labor de carácter sanitario o higiénico;,TÍTULO V,CAPÍTULO I,58,Derechos y Garantías
1974,132,6) Para libertar a una persona secuestrada;,TÍTULO V,CAPÍTULO I,58,Derechos y Garantías
1974,133,7) Para extraer objetos perseguidos en virtud de un proceso cuando haya por lo menos semi-plena prueba de la existencia de dichos objetos en la casa que deba allanarse;,TÍTULO V,CAPÍTULO I,58,Derechos y Garantías
1974,134,"8) Para ejecutar una resolución, mandato u orden legalmente decretado; y",TÍTULO V,CAPÍTULO I,58,Derechos y Garantías
1974,135,"9) Para aprehender al reo contra quien se haya proveído auto de detención o de prisión, cuando exista al menos presunción grave de que se oculta en la casa que deba allanarse.",TÍTULO V,CAPÍTULO I,58,Derechos y Garantías
1974,136,"En los cuatro últimos casos no podrá efectuarse el allanamiento sino en virtud de mandato escrito y motivado de autoridad competente; y para ejecutarlo entre las siete de la noche y las seis de la mañana, será necesario el consentimiento del jefe de la casa.",TÍTULO V,CAPÍTULO I,58,Derechos y Garantías
1974,137,"Arto. 59.- Toda persona podrá circular libremente por el territorio nacional y elegir en él su residencia y domicilio sin que pueda ser compelida a mudarlo, a no ser en virtud de sentencia ejecutoriada o en aquellos casos de enfermedades infecto-contagiosas, calificados y reglamentados por la ley, que reclamen el aislamiento del paciente para impedir el contagio.",TÍTULO V,CAPÍTULO I,59,Derechos y Garantías
1974,138,"Arto. 60.- Se reconoce el derecho de emigrar, con las limitaciones que establezca la ley.",TÍTULO V,CAPÍTULO I,60,Derechos y Garantías
1974,139,"Arto. 61.- Ninguna persona está obligada a hacer lo que la ley no manda, ni impedida de hacer lo que ella no prohíba.",TÍTULO V,CAPÍTULO I,61,Derechos y Garantías
1974,140,"Arto. 62.- No podrán celebrarse acuerdos internacionales por los cuales se aplique a los nicaragüenses leyes represivas como las llamadas listas negras o proclamadas, dictadas por países extranjeros en caso de guerra.",TÍTULO V,CAPÍTULO I,62,Derechos y Garantías
1974,141,Tampoco podrán dictarse en Nicaragua leyes semejantes que afecten a los nicaragüenses.,TÍTULO V,CAPÍTULO I,62,Derechos y Garantías
1974,142,"Arto. 63.- El destino de las asignaciones a cualquier título, hechas conforme la ley para fines de interés social, no puede ser variado o modificado ni por ley ni por disposición de autoridad alguna.",TÍTULO V,CAPÍTULO I,63,Derechos y Garantías
1974,143,El Estado fiscalizará el manejo e inversión de tales asignaciones.,TÍTULO V,CAPÍTULO I,63,Derechos y Garantías
1974,144,"Arto. 64.- El tesoro cultural de la Nación, queda bajo protección y cuidado del Estado. Toda riqueza arqueológica, artística o histórica, es parte de ese tesoro y se prohíbe su exportación.",TÍTULO V,CAPÍTULO I,64,Derechos y Garantías
1974,145,La ley regulará su enajenación dentro del país.,TÍTULO V,CAPÍTULO I,64,Derechos y Garantías
1974,146,"Arto. 65.- El Estado reconoce la libertad irrestricta de comercio, lo mismo que la de contratación e industria. Sin embargo, en casos de interés general o nacional, podrá la ley decretar restricciones transitorias a esta libertad.",TÍTULO V,CAPÍTULO I,65,Derechos y Garantías
1974,147,La ley señalará los requisitos a que se sujete su ejercicio y las garantías que le acuerde.,TÍTULO V,CAPÍTULO I,65,Derechos y Garantías
1974,148,"Arto. 66.- Podrá decretarse el Estado de Emergencia Económica cuando lo exija el equilibrio la economía monetaria, la protección de la posición financiera externa, o la estabilidad y bienestar social de la Nación.",TÍTULO V,CAPÍTULO I,66,Derechos y Garantías
1974,149,Arto. 67.- Se prohíben los monopolios en interés privado y toda clase de acaparamientos industriales o comerciales. Asimismo se prohíbe el otorgamiento de concesiones que signifiquen la constitución de monopolios sobre las riquezas naturales del estado.,TÍTULO V,CAPÍTULO I,67,Derechos y Garantías
1974,150,Es de interés público la acción del estado encaminada a impedir toda práctica o tendencia monopolizadora; sólo en exclusivo interés nacional puede la ley establecer monopolios y estancos a favor del Estado o de los Municipios.,TÍTULO V,CAPÍTULO I,67,Derechos y Garantías
