year,line,text,titulo,cap,art,tema
2010,64,"4) Los infantes de padres desconocidos encontrados en territorio nicaragüense, sin perjuicio de que, conocida su filiación, surtan los efectos que proceden.",TITULO III,CAPITULO ÚNICO,16,LA NACIONALIDAD NICARAGÜENSE
2010,65,"5) Los hijos de padres extranjeros nacidos a bordo de aeronaves y embarcaciones nicaragüenses, siempre que ellos lo solicitaren.",TITULO III,CAPITULO ÚNICO,16,LA NACIONALIDAD NICARAGÜENSE
2010,66,"Arto. 17 Los centroamericanos de origen tienen derecho de optar a la nacionalidad nicaragüense, sin necesidad de renunciar a su nacionalidad y pueden solicitarla ante autoridad competente cuando residan en Nicaragua.",TITULO III,CAPITULO ÚNICO,17,LA NACIONALIDAD NICARAGÜENSE
2010,67,Arto. 18 La Asamblea Nacional podrá declarar nacionales a extranjeros que se hayan distinguido por méritos extraordinarios al servicio de Nicaragua.,TITULO III,CAPITULO ÚNICO,18,LA NACIONALIDAD NICARAGÜENSE
2010,68,"Arto. 19 Los extranjeros pueden ser nacionalizados, previa renuncia a su nacionalidad y mediante solicitud ante autoridad competente, cuando cumplieren los requisitos y condiciones que establezcan las leyes de la materia.",TITULO III,CAPITULO ÚNICO,19,LA NACIONALIDAD NICARAGÜENSE
2010,69,Arto. 20 Ningún nacional puede ser privado de su nacionalidad. La calidad de nacional nicaragüense no se pierde por el hecho de adquirir otra nacionalidad.,TITULO III,CAPITULO ÚNICO,20,LA NACIONALIDAD NICARAGÜENSE
2010,70,"Arto. 21 La adquisición, pérdida y recuperación de la nacionalidad serán reguladas por las leyes.",TITULO III,CAPITULO ÚNICO,21,LA NACIONALIDAD NICARAGÜENSE
2010,71,Arto. 22 En los casos de doble nacionalidad se procede conforme los tratados y el principio de reciprocidad.,TITULO III,CAPITULO ÚNICO,22,LA NACIONALIDAD NICARAGÜENSE
2010,72,TÍTULO IV,TÍTULO IV,CAPITULO ÚNICO,22,"DERECHOS, DEBERES Y GARANTIAS DEL PUEBLO NICARAGÜENSE"
2010,73,"DERECHOS, DEBERES Y GARANTIAS DEL PUEBLO NICARAGÜENSE",TÍTULO IV,CAPITULO ÚNICO,22,"DERECHOS, DEBERES Y GARANTIAS DEL PUEBLO NICARAGÜENSE"
2010,74,CAPITULO I,TÍTULO IV,CAPITULO I,22,"DERECHOS, DEBERES Y GARANTIAS DEL PUEBLO NICARAGÜENSE"
2010,75,DERECHOS INDIVIDUALES,TÍTULO IV,CAPITULO I,22,"DERECHOS, DEBERES Y GARANTIAS DEL PUEBLO NICARAGÜENSE"
2010,76,Arto. 23 El derecho a la vida es inviolable e inherente a la persona humana. En Nicaragua no hay pena de muerte.,TÍTULO IV,CAPITULO I,23,"DERECHOS, DEBERES Y GARANTIAS DEL PUEBLO NICARAGÜENSE"
2010,77,"Arto. 24 Toda persona tiene deberes para con la familia, la comunidad, la patria y la humanidad.",TÍTULO IV,CAPITULO I,24,"DERECHOS, DEBERES Y GARANTIAS DEL PUEBLO NICARAGÜENSE"
2010,78,"Los derechos de cada persona están limitados por los derechos de los demás, por la seguridad de todos y por las justas exigencias del bien común.",TÍTULO IV,CAPITULO I,24,"DERECHOS, DEBERES Y GARANTIAS DEL PUEBLO NICARAGÜENSE"
2010,79,Arto. 25 Toda persona tiene derecho:,TÍTULO IV,CAPITULO I,25,"DERECHOS, DEBERES Y GARANTIAS DEL PUEBLO NICARAGÜENSE"
2010,80,1) A la libertad individual.,TÍTULO IV,CAPITULO I,25,"DERECHOS, DEBERES Y GARANTIAS DEL PUEBLO NICARAGÜENSE"
2010,81,2) A su seguridad.,TÍTULO IV,CAPITULO I,25,"DERECHOS, DEBERES Y GARANTIAS DEL PUEBLO NICARAGÜENSE"
2010,82,3) Al reconocimiento de su personalidad y capacidad jurídica.,TÍTULO IV,CAPITULO I,25,"DERECHOS, DEBERES Y GARANTIAS DEL PUEBLO NICARAGÜENSE"
2010,83,Arto. 26 Toda persona tiene derecho:,TÍTULO IV,CAPITULO I,26,"DERECHOS, DEBERES Y GARANTIAS DEL PUEBLO NICARAGÜENSE"
2010,84,1) A su vida privada y a la de su familia.,TÍTULO IV,CAPITULO I,26,"DERECHOS, DEBERES Y GARANTIAS DEL PUEBLO NICARAGÜENSE"
2010,85,"2) A la inviolabilidad de su domicilio, su correspondencia y sus comunicaciones de todo tipo.",TÍTULO IV,CAPITULO I,26,"DERECHOS, DEBERES Y GARANTIAS DEL PUEBLO NICARAGÜENSE"
2010,86,3) Al respeto de su honra y reputación.,TÍTULO IV,CAPITULO I,26,"DERECHOS, DEBERES Y GARANTIAS DEL PUEBLO NICARAGÜENSE"
2010,87,"4) A conocer toda información que sobre ella hayan registrado las autoridades estatales, así como el derecho de saber por qué y con qué finalidad tiene esa información.",TÍTULO IV,CAPITULO I,26,"DERECHOS, DEBERES Y GARANTIAS DEL PUEBLO NICARAGÜENSE"
2010,88,"El domicilio sólo puede ser allanado por orden escrita de juez competente, excepto:",TÍTULO IV,CAPITULO I,26,"DERECHOS, DEBERES Y GARANTIAS DEL PUEBLO NICARAGÜENSE"
2010,89,a) si los que habitaren en una casa manifestaren que allí se está cometiendo un delito o de ella se pidiera auxilio;,TÍTULO IV,CAPITULO I,26,"DERECHOS, DEBERES Y GARANTIAS DEL PUEBLO NICARAGÜENSE"
2010,90,"b) si por incendio, inundación u otra causa semejante, se hallare amenazada la vida de los habitantes o de la propiedad;",TÍTULO IV,CAPITULO I,26,"DERECHOS, DEBERES Y GARANTIAS DEL PUEBLO NICARAGÜENSE"
2010,91,"c) cuando se denunciare que personas extrañas han sido vistas en una morada, con indicios manifiestos de ir a cometer un delito;",TÍTULO IV,CAPITULO I,26,"DERECHOS, DEBERES Y GARANTIAS DEL PUEBLO NICARAGÜENSE"
2010,92,d) en caso de persecución actual e inmediata de un delincuente;,TÍTULO IV,CAPITULO I,26,"DERECHOS, DEBERES Y GARANTIAS DEL PUEBLO NICARAGÜENSE"
2010,93,e) para rescatar a la persona que sufra secuestros.,TÍTULO IV,CAPITULO I,26,"DERECHOS, DEBERES Y GARANTIAS DEL PUEBLO NICARAGÜENSE"
2010,94,En todos los casos se procederá de acuerdo a la ley.,TÍTULO IV,CAPITULO I,26,"DERECHOS, DEBERES Y GARANTIAS DEL PUEBLO NICARAGÜENSE"
2010,95,"La ley fija los casos y procedimientos para el examen de documentos privados, libros contables y sus anexos, cuando sea indispensable para esclarecer asuntos sometidos al conocimiento de los tribunales de justicia o por motivos fiscales.",TÍTULO IV,CAPITULO I,26,"DERECHOS, DEBERES Y GARANTIAS DEL PUEBLO NICARAGÜENSE"
2010,96,"Las cartas, documentos y demás papeles privados substraídos ilegalmente no producen efecto alguno en juicio o fuera de él.",TÍTULO IV,CAPITULO I,26,"DERECHOS, DEBERES Y GARANTIAS DEL PUEBLO NICARAGÜENSE"
2010,97,"Arto. 27 Todas las personas son iguales ante la ley y tienen derecho a igual protección. No habrá discriminación por motivos de nacimiento, nacionalidad, credo político, raza, sexo, idioma, religión, opinión, origen, posición económica o condición social.",TÍTULO IV,CAPITULO I,27,"DERECHOS, DEBERES Y GARANTIAS DEL PUEBLO NICARAGÜENSE"
2010,98,"Los extranjeros tienen los mismos deberes y derechos que los nicaragüenses, con la excepción de los derechos políticos y los que establezcan las leyes; no pueden intervenir en los asuntos políticos del país.",TÍTULO IV,CAPITULO I,27,"DERECHOS, DEBERES Y GARANTIAS DEL PUEBLO NICARAGÜENSE"
2010,99,El Estado respeta y garantiza los derechos reconocidos en la presente Constitución a todas las personas que se encuentren en su territorio y estén sujetas a su jurisdicción.,TÍTULO IV,CAPITULO I,27,"DERECHOS, DEBERES Y GARANTIAS DEL PUEBLO NICARAGÜENSE"
2010,100,Arto. 28 Los nicaragüenses que se encuentren en el extranjero gozan del amparo y protección del Estado los que se hacen efectivos por medio de sus representaciones diplomáticas y consulares.,TÍTULO IV,CAPITULO I,28,"DERECHOS, DEBERES Y GARANTIAS DEL PUEBLO NICARAGÜENSE"
2010,101,"Arto. 29 Toda persona tiene derecho a la libertad de conciencia, de pensamiento y de profesar o no una religión. Nadie puede ser objeto de medidas coercitivas que puedan menoscabar estos derechos ni a ser obligado a declarar su credo, ideología o creencia.",TÍTULO IV,CAPITULO I,29,"DERECHOS, DEBERES Y GARANTIAS DEL PUEBLO NICARAGÜENSE"
2010,102,"Arto. 30 Los nicaragüenses tienen derecho a expresar libremente su pensamiento en público o en privado, individual o colectivamente, en forma oral, escrita o por cualquier otro medio.",TÍTULO IV,CAPITULO I,30,"DERECHOS, DEBERES Y GARANTIAS DEL PUEBLO NICARAGÜENSE"
2010,103,Arto. 31 Los nicaragüenses tienen derecho a circular y fijar su residencia en cualquier parte del territorio nacional; a entrar y salir libremente del país.,TÍTULO IV,CAPITULO I,31,"DERECHOS, DEBERES Y GARANTIAS DEL PUEBLO NICARAGÜENSE"
2010,104,"Arto. 32 Ninguna persona está obligada a hacer lo que la ley no mande, ni impedida de hacer lo que ella no prohíbe.",TÍTULO IV,CAPITULO I,32,"DERECHOS, DEBERES Y GARANTIAS DEL PUEBLO NICARAGÜENSE"
2010,105,"Arto. 33 Nadie puede ser sometido a detención o prisión arbitraria, ni ser privado de su libertad, salvo por causas fijadas por la ley con arreglo a un procedimiento legal. En consecuencia:",TÍTULO IV,CAPITULO I,33,"DERECHOS, DEBERES Y GARANTIAS DEL PUEBLO NICARAGÜENSE"
2010,106,"1) La detención sólo podrá efectuarse en virtud de mandamiento escrito de juez competente o de las autoridades expresamente facultadas por la ley, salvo el caso de flagrante delito.",TÍTULO IV,CAPITULO I,33,"DERECHOS, DEBERES Y GARANTIAS DEL PUEBLO NICARAGÜENSE"
2010,107,2) Todo detenido tiene derecho:,TÍTULO IV,CAPITULO I,33,"DERECHOS, DEBERES Y GARANTIAS DEL PUEBLO NICARAGÜENSE"
2010,108,"2.1 A ser informado sin demora, en idioma o lengua que comprenda y en forma detallada, de las causas de su detención y de la acusación formulada en su contra; a que se informe de su detención por parte de la policía y él mismo a informar a su familia o a quien estime conveniente; y también a ser tratado con el respeto debido a la dignidad inherente al ser humano.",TÍTULO IV,CAPITULO I,33,"DERECHOS, DEBERES Y GARANTIAS DEL PUEBLO NICARAGÜENSE"
2010,109,2.2 A ser puesto en libertad o a la orden de autoridad competente dentro del plazo de las 48 horas posteriores a su detención.,TÍTULO IV,CAPITULO I,33,"DERECHOS, DEBERES Y GARANTIAS DEL PUEBLO NICARAGÜENSE"
2010,110,"3) Una vez cumplida la pena impuesta, nadie deberá continuar detenido después de dictarse la orden de excarcelación por la autoridad competente.",TÍTULO IV,CAPITULO I,33,"DERECHOS, DEBERES Y GARANTIAS DEL PUEBLO NICARAGÜENSE"
2010,111,4) Toda detención ilegal causa responsabilidad civil y penal en la autoridad que la ordene o ejecute.,TÍTULO IV,CAPITULO I,33,"DERECHOS, DEBERES Y GARANTIAS DEL PUEBLO NICARAGÜENSE"
2010,112,5) Los organismos correspondientes procurarán que los procesados y los condenados guarden prisión en centros diferentes.,TÍTULO IV,CAPITULO I,33,"DERECHOS, DEBERES Y GARANTIAS DEL PUEBLO NICARAGÜENSE"
2010,113,"Arto. 34 Todo procesado tiene derecho, en igualdad de condiciones, a las siguientes garantías mínimas:",TÍTULO IV,CAPITULO I,34,"DERECHOS, DEBERES Y GARANTIAS DEL PUEBLO NICARAGÜENSE"
2010,114,1) A que se presuma su inocencia mientras no se pruebe su culpabilidad conforme la ley.,TÍTULO IV,CAPITULO I,34,"DERECHOS, DEBERES Y GARANTIAS DEL PUEBLO NICARAGÜENSE"
2010,115,2) A ser juzgado sin dilaciones por tribunal competente establecido por la ley. No hay fuero atractivo. Nadie puede ser sustraído de su juez competente ni llevado a jurisdicción de excepción.,TÍTULO IV,CAPITULO I,34,"DERECHOS, DEBERES Y GARANTIAS DEL PUEBLO NICARAGÜENSE"
2010,116,3) A ser sometido al juicio por jurados en los casos determinados por la ley. Se establece el recurso de revisión.,TÍTULO IV,CAPITULO I,34,"DERECHOS, DEBERES Y GARANTIAS DEL PUEBLO NICARAGÜENSE"
2010,117,4) A que se garantice su intervención y defensa desde el inicio del proceso y a disponer de tiempo y medios adecuados para su defensa.,TÍTULO IV,CAPITULO I,34,"DERECHOS, DEBERES Y GARANTIAS DEL PUEBLO NICARAGÜENSE"
2010,118,"5) A que se le nombre defensor de oficio cuando en la primera intervención no hubiera designado defensor; o cuando no fuere habido, previo llamamiento por edicto.",TÍTULO IV,CAPITULO I,34,"DERECHOS, DEBERES Y GARANTIAS DEL PUEBLO NICARAGÜENSE"
2010,119,El procesado tiene derecho a comunicarse libre y privadamente con su defensor.,TÍTULO IV,CAPITULO I,34,"DERECHOS, DEBERES Y GARANTIAS DEL PUEBLO NICARAGÜENSE"
2010,120,6) A ser asistido gratuitamente por un intérprete si no comprende o no habla el idioma empleado por el tribunal.,TÍTULO IV,CAPITULO I,34,"DERECHOS, DEBERES Y GARANTIAS DEL PUEBLO NICARAGÜENSE"
2010,121,"7) A no ser obligado a declarar contra si mismo ni contra su cónyuge o compañero en unión de hecho estable, o sus parientes dentro del cuarto grado de consanguinidad o segundo de afinidad, ni a confesarse culpable.",TÍTULO IV,CAPITULO I,34,"DERECHOS, DEBERES Y GARANTIAS DEL PUEBLO NICARAGÜENSE"
2010,122,"8) A que se le dicte sentencia dentro de los términos legales, en cada una de las instancias del proceso.",TÍTULO IV,CAPITULO I,34,"DERECHOS, DEBERES Y GARANTIAS DEL PUEBLO NICARAGÜENSE"
2010,123,"9) A recurrir ante un tribunal superior, a fin de que su caso sea revisado cuando hubiese sido condenado por cualquier delito.",TÍTULO IV,CAPITULO I,34,"DERECHOS, DEBERES Y GARANTIAS DEL PUEBLO NICARAGÜENSE"
2010,124,10) A no ser procesado nuevamente por el delito por el cual fue condenado o absuelto mediante sentencia firme.,TÍTULO IV,CAPITULO I,34,"DERECHOS, DEBERES Y GARANTIAS DEL PUEBLO NICARAGÜENSE"
2010,125,"11) A no ser procesado ni condenado por acto u omisión que, al tiempo de cometerse, no esté previamente calificado en la ley de manera expresa e inequívoca como punible, ni sancionado con pena no prevista en la ley. Se prohíbe dictar leyes proscriptivas o aplicar al reo penas o tratos infamantes.",TÍTULO IV,CAPITULO I,34,"DERECHOS, DEBERES Y GARANTIAS DEL PUEBLO NICARAGÜENSE"
